순번,업소명,연락처,팩스,주소,영업시간,휴무일,기본정보,장애인 편의 시설,주출입구,장애인전용주차구역,출입문 문 폭,복도/통로,장애인용 엘리베이터,장애인용 화장실,음식점 좌석/테이블,장애인용 관람석,접수대 작업대,샤워실 탈의실,테이블/진열대 등 통로 폭,장애인용 객실,여객시설,비치용품,이용가능댓수,턱 치수 *삭제된 항목,단차 cm,메뉴명,경도,위도,다음 경도,다음 위도,소분류,접근여부,엘리베이터 여부,화장실 여부,경사로 여부,,,,2
537,흙빚는사람들,02-720-7151,,서울시 종로구 인사동길 28-1,㏂11:00~㏘21:00,명절,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.98611,37.57328,198772.9719,452637.3949,슈퍼마켓 등 판매점,1,2,2,2,,,,2
538,잇츠스킨 종로3가점,02-2273-9980,,서울시 종로구 종로126-1,㏂10:00~㏘23:00,연중무휴,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,126.9917,37.57015,199266.756,452289.943,슈퍼마켓 등 판매점,1,2,2,2,,,,2
539,예우리공예관,02-722-8777,,서울시 종로구 관훈동 27-3,㏂10:30~㏘20:00,연중무휴,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능 하지만     내부통로가 비좁아 이용 후 후진으로 나와야 함.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동불편,,,,,,,,,,,,,,생활,126.98537,37.57392,198707.6121,452708.4374,슈퍼마켓 등 판매점,1,2,2,2,,,,2
540,아리따움 해바라기 성신여대점,02-924-3805,,서울시 성북구 동선동1가 78번지,㏂11:00~㏘23:00,연중무휴,경사로 앞에 물건들이 있어서 들어가기 불편합니다.,지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),이동불편,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 미만),,,,,,,생활,127.01847,37.59104,201631.233,454608.6219,슈퍼마켓 등 판매점,2,2,2,3,,,,2
541,미샤 인사동점,02-730-4624,,서울시 종로구 인사동 165-1,㏂09:30~㏘21:30,연중무휴,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,126.98646,37.5724,198803.8764,452539.7206,슈퍼마켓 등 판매점,1,2,2,2,,,,2
542,올리브영 강서구청점,02-2602-5240,,서울시 강서구 화곡6동 1117-13번지 삼보빌딩 1층,㏂10:00~㏘23:00,명절,,지상버스접근가능,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 미만),,,,,,,생활,126.85018,37.55206,186761.299,450292.6836,슈퍼마켓 등 판매점,2,2,2,3,,,,2
543,더착한커피 왕십리점,02-2297-7979,,서울시 성동구 마장로 137,㏂09:00~㏘23:00,명절,,장애인용화장실장애인용엘리베이터주출입구단차없음,턱이나계단없음,,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능접이식문,1개씩 이동 가능한 좌석,,,,이용가능(80cm 이상),,,,,,,생활,127.02505,37.56782,202213.0525,452031.6027,슈퍼마켓 등 판매점,1,1,1,1,,,,1
544,GS25 S대림역점,02-835-5325,,서울시 영등포구 도림로 137,㏂07:00~㏘23:00,,역사 내.,장애인용화장실장애인용엘리베이터주출입구단차없음지하철접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀공용바깥 열림 여닫이문대변기 손잡이 이용 불편,,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,휠체어 대여 가능,,,,생활,126.89661,37.49274,190856.807,443703.3793,슈퍼마켓 등 판매점,1,1,1,1,,,,1
545,Tworld 대림점,070-7931-0900,,서울시 영등포구 시흥대로 675,㏂09:00~㏘21:00,공휴일,,일반엘리베이터주출입구단차없음,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 초과),,,,,,3,,,생활,126.90847,37.49202,191905.557,443622.3828,슈퍼마켓 등 판매점,1,2,2,2,,,,2
546,Tworld 크린텔대리점,02-848-4011,,서울시 영등포구 시흥대로 611,㏂09:00~㏘21:00,공휴일,,일반주차장,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.90448,37.48718,191552.1567,443085.5569,슈퍼마켓 등 판매점,2,2,2,2,,,,2
547,네이쳐리퍼블릭 신풍역점,02-831-7747,,서울시 영등포구 신길동 3599,㏂10:00~㏘22:00,연중무휴,남자화장실만 자동문 이용 가능.,장애인용화장실장애인용엘리베이터주출입구단차없음지하철접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동불편,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도바깥 열림 여닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,,,,,생활,126.9094,37.50031,191988.687,444542.3855,슈퍼마켓 등 판매점,1,1,1,1,,,,1
548,맛닭꼬 보라매점,02-835-3392,,서울시 영등포구 여의대방로 25,㏘15:00~㏂01:30,연중무휴,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동불편,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.90898,37.49471,191950.9474,443920.894,슈퍼마켓 등 판매점,1,2,2,1,,,,2
549,삼천리자전거신길대림점,02-832-0176,,서울시 영등포구 여의대방로 25,㏂10:00~㏘19:00,공휴일,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동불편,,,,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,,,,,생활,126.90898,37.49471,191950.9474,443920.894,슈퍼마켓 등 판매점,1,2,2,1,,,,2
550,새길공인중개사,02-846-2482,,서울시 영등포구 신길로 71,㏂10:00~㏘19:00,공휴일,,지하철접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동불편,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 미만),,,,,,,생활,126.9082,37.4991,191882.4459,444408.194,슈퍼마켓 등 판매점,2,2,2,2,,,,2
551,아리따움 보라매공원점,02-831-9369,,서울시 영등포구 여의대방로 65,㏂10:00~㏘20:00,공휴일,,장애인용주차장주출입구단차없음,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동불편,,,,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,,2,,,생활,126.91316,37.49736,192320.8633,444214.6603,슈퍼마켓 등 판매점,1,2,2,1,,,,2
552,토니모리 신풍역점,02-846-3191,,서울시 영등포구 신풍로 27,㏂10:00~㏘21:00,연중무휴,남자화장실만 자동문 이용 가능.,장애인용화장실장애인용엘리베이터주출입구단차없음지하철접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동불편,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도바깥 열림 여닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,,,,,생활,126.90984,37.50012,192027.5739,444521.2606,슈퍼마켓 등 판매점,1,1,1,1,,,,1
553,토시래 신풍역점,02-833-7882,,서울시 영등포구 대방천로 155,㏘14:00~㏂03:30,연중무휴,,주출입구단차없음지하철접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동불편,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.90827,37.4996,191888.6898,444463.6815,슈퍼마켓 등 판매점,1,2,2,1,,,,2
554,파리바게뜨 대림역점,02-843-2316,,서울시 영등포구 도림로 153,㏂07:00~㏘24:00,연중무휴,,주출입구단차없음지하철접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동불편,,,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.89857,37.49427,191030.3207,443873.0008,슈퍼마켓 등 판매점,1,2,2,2,,,,2
555,파리바게뜨 신풍역점,02-836-5552,,서울시 영등포구 신길로 71,㏂07:00~㏘24:00,연중무휴,,주출입구단차없음지하철접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동불편,,,,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,,,,,생활,126.9082,37.4991,191882.4459,444408.194,슈퍼마켓 등 판매점,1,2,2,2,,,,2
556,한살림 보라매매장,02-844-7200,,서울시 영등포구 여의대방로 25,㏂10:00~㏘20:00,공휴일,,주출입구단차없음,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동불편,,,,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,,,,,생활,126.90898,37.49471,191950.9474,443920.894,슈퍼마켓 등 판매점,1,2,2,2,,,,2
557,홈플러스익스프레스 신길점,02-846-8545,,서울시 영등포구 여의대방로 65,㏂08:00~㏘24:00,둘째 넷째주 일요일,,일반엘리베이터장애인용주차장주출입구단차없음,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,일반 엘리베이터만 있음,,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,2,,,생활,126.91316,37.49736,192320.8633,444214.6603,슈퍼마켓 등 판매점,1,2,2,1,,,,2
558,세븐일레븐 노량진역점,02-812-5794,,서울시 동작구 노량진로 146,24시간,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.94212,37.51345,194882.8532,445998.4749,슈퍼마켓 등 판매점,1,2,2,1,,,,2
559,커핀그루나루 노량진점,02-822-0760,,서울시 동작구 노량진로 150 2층,24시간,,,일반엘리베이터주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,일반 엘리베이터만 있음,,,,,,이용가능(80cm 이상),,,,,,,생활,126.9426,37.51346,194925.2905,445999.5587,슈퍼마켓 등 판매점,1,2,2,1,,,,2
560,왓슨스 노량진점,02-817-7576,,서울시 동작구 노량진로 152-1 1층,㏂09:00~㏘23:00,,,,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.94286,37.51346,194948.277,445999.5447,슈퍼마켓 등 판매점,2,,2,3,,,,2
561,이니스프리 노량진점,02-824-5772,,서울시 동작구 노량진동 114-5,,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.94392,37.51338,195041.9859,445990.6094,슈퍼마켓 등 판매점,1,2,2,1,,,,2
562,투썸플레이스 노량진점,02-821-2388,,서울시 동작구 노량진로 174,㏂09:00~㏘23:00,,,주출입구단차없음,,주차장없음,이용가능(80cm 이상),이동가능,,,,,,,이용가능(80cm 이상),,,,,,,생활,126.94531,37.5135,195164.883,446003.8555,슈퍼마켓 등 판매점,2,2,2,4,,,,2
563,마노핀 종각역점,02-365-1799,,서울시 종로구 종로1가 33 지하 1층,㏂07:00~㏘23:00,,종각역 내 머핀 전문점  좌석 없음. Take-out 전용  주문 계산대가 높음  커피 1500-4000원  머핀 2000-2900원,장애인용화장실장애인용엘리베이터지하철접근가능,경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.98051,37.57046,198278.2088,452324.4955,슈퍼마켓 등 판매점,1,1,1,2,,,,1
564,종암식자재홈마트,02-921-5995,,서울시 성북구 종암동 3-1342,㏂08:00~㏘23:00,연중무휴,,장애인용엘리베이터주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,127.03272,37.60144,202889.362,455763.2489,슈퍼마켓 등 판매점,1,1,2,1,,,,2
565,배스킨라빈스 월곡점,02-913-2031,,서울시 성북구 화랑로11길5,㏂10:00~㏘23:00,연중무휴,,지하철접근가능지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,127.04135,37.60258,203651.3844,455890.0769,슈퍼마켓 등 판매점,2,2,2,1,,,,2
566,덕흥실미싱,02-924-5444,,서울시 성북구 종암로 98-18,㏂09:00~㏘20:00,매주 일요일 공휴일,#NAME?,주출입구단차없음지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동불편,,,,,,,,,,,,,,생활,127.03552,37.5992,203136.712,455514.7236,슈퍼마켓 등 판매점,1,2,2,1,,,,2
567,나무향기 가구백화점,02-924-8786,,서울시 성북구 아리랑로 51-2,㏂10:00~㏘20:00,,동소문동 정덕초등학교 인근의 가구점.  매장 내부가 협소하여 휠체어 이동이 불가함.,일반엘리베이터일반주차장주출입구단차없음,턱이나계단없음,일반 주차장만 있음,이용가능(80cm 이상),이동불편,일반 엘리베이터만 있음,,,,,,이용가능(80cm 미만),,,,,,,생활,127.01467,37.59716,201295.5186,455287.8142,슈퍼마켓 등 판매점,1,2,2,1,,,,2
568,비버리힐스폴로크럽,02-917-5804,,서울시 성북구 종암2동 14-2,㏂10:00~㏘22:00,매주 일요일,,지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,127.03516,37.59805,203104.9688,455387.0744,슈퍼마켓 등 판매점,2,2,2,2,,,,2
569,교보문고 광화문점,1544-1900,,서울시 종로구 종로1가 1 교보생명빌딩 지하 1층,㏂09:30~㏘22:00,명절,광화문에 있는 서적과 문구를 판매하는 서점.   건물 옆쪽으로 나 있는 교보빌딩 출입구로 들어와서 엘리베이터 이용  교보문고 내부 통로는 워낙 넓어서 이용하기 편하지만  사람이 붐빌 때는 이동이 불편함.  지하,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 불편,,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.97807,37.57056,198062.6562,452335.6419,슈퍼마켓 등 판매점,1,1,1,1,,,,1
570,불교전문서점,02-2031-2073,,서울시 종로구 견지동 71   템플스테이통합정보센터  지하1층,㏂10:00~㏘20:00 주말~㏘19:00,,조계사 건너편 지하1층 불교전문서점  1층 템플스테이통합정보센터로 들어가 엘리베이터를 타고 내려가서 이용.,장애인용화장실장애인용엘리베이터일반주차장주출입구단차없음,턱이나계단없음,일반 주차장만 있음,이용가능(80cm 미만),이동가능,휠체어 사용자용 조작반 설치,남녀공용안쪽 열림 여닫이문대변기 측면만 접근 가능대변기 손잡이 이용 가능,,,,,이용가능(80cm 이상),,,,,,,생활,126.9832,37.57389,198515.9176,452705.1398,슈퍼마켓 등 판매점,1,1,1,1,,,,1
571,LG전자베스트샵 종암점,02-917-8300,,서울시 성북구 종암로 102,㏂10:30~㏘20:30,연중무휴,#NAME?,일반주차장주출입구단차없음지상버스접근가능,턱이나계단없음,일반 주차장만 있음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,생활,127.03471,37.59928,203065.179,455523.5759,슈퍼마켓 등 판매점,1,2,2,1,,,,2
572,신안경원,02-953-1001,,서울시 성북구 종암로 19길 5,㏂10:00~㏘22:00,공휴일,#NAME?,주출입구단차없음지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 초과),,,,,,,,,생활,127.03432,37.59853,203030.7692,455440.3216,슈퍼마켓 등 판매점,1,2,2,1,,,,2
